公    告,#genre#
湖南经视HD,http://phmanet.com:9999/udp/239.76.253.103:9000
湖南都市HD,http://phmanet.com:9999/udp/239.76.253.104:9000
湖南娱乐HD,http://phmanet.com:9999/udp/239.76.253.105:9000
湖南电影HD,http://phmanet.com:9999/udp/239.76.253.106:9000
湖南电视剧HD,http://phmanet.com:9999/udp/239.76.253.108:9000
湖南公共HD,http://phmanet.com:9999/udp/239.76.253.109:9000
长沙新闻HD,http://phmanet.com:9999/udp/239.76.253.121:9000
长沙政法HD,http://phmanet.com:9999/udp/239.76.253.122:9000
湖南经视HD,http://phmanet.com:9999/udp/239.76.252.116:9000
湖南电视剧HD,http://phmanet.com:9999/udp/239.76.252.118:9000
湖南电影HD,http://phmanet.com:9999/udp/239.76.252.119:9000
湖南公共HD,http://phmanet.com:9999/udp/239.76.252.123:9000
湖南娱乐HD,http://phmanet.com:9999/udp/239.76.252.121:9000
湖南国际HD,http://phmanet.com:9999/udp/239.76.252.124:9000
湖南都市HD,http://phmanet.com:9999/udp/239.76.252.117:9000
长沙影视HD,http://phmanet.com:9999/udp/239.76.252.204:9000
湘西综合HD,http://phmanet.com:9999/udp/239.76.252.208:9000
湘西公共HD,http://phmanet.com:9999/udp/239.76.252.209:9000
湘西公共HD,http://phmanet.com:9999/udp/239.76.252.210:9000
湖南教育HD,http://phmanet.com:9999/udp/239.76.252.233:9000


失效
IPTV芒果互娱,http://phmanet.com:9999/udp/239.76.246.126:1234
IPTV高清院线,http://phmanet.com:9999/udp/239.76.252.217:9000
IPTV抗战剧场,http://phmanet.com:9999/udp/239.76.252.218:9000
IPTV古装剧场,http://phmanet.com:9999/udp/239.76.252.219:9000
IPTV经典剧场,http://phmanet.com:9999/udp/239.76.252.221:9000
IPTV家庭剧场,http://phmanet.com:9999/udp/239.76.252.220:9000
IPTV戏曲频道,http://phmanet.com:9999/udp/239.76.253.40:9000
IPTV故事频道,http://phmanet.com:9999/udp/239.76.253.41:9000
IPTV健康之路,http://phmanet.com:9999/udp/239.76.253.42:9000
IPTV综艺纪实HD,http://phmanet.com:9999/udp/239.76.254.111:9000
IPTV精选热播HD,http://phmanet.com:9999/udp/239.76.254.110:9000
IPTV搞笑动画HD,http://phmanet.com:9999/udp/239.76.254.207:9000
IPTV甜宠剧场HD,http://phmanet.com:9999/udp/239.76.254.109:9000
IPTV5hd,http://phmanet.com:9999/udp/239.76.252.222:9000
IPTV戏剧HD,http://phmanet.com:9999/udp/239.76.253.40:9000
IPTV故事HD,http://phmanet.com:9999/udp/239.76.253.41:9000
IPTV健康之路HD,http://phmanet.com:9999/udp/239.76.253.42:9000
IPTV芒果互娱HD,http://phmanet.com:9999/udp/239.76.253.126:9000
IPTV 4k电影,http://phmanet.com:9999/udp/239.76.252.35:9000
IPTV广场舞HD,http://phmanet.com:9999/udp/239.76.252.134:9000
IPTV电竞HD,http://phmanet.com:9999/udp/239.76.252.136:9000
IPTV电竞HD,http://phmanet.com:9999/udp/239.76.252.214:9000
IPTV高清院线,http://phmanet.com:9999/udp/239.76.252.217:9000
IPTV抗战剧场,http://phmanet.com:9999/udp/239.76.252.218:9000
IPTV古装剧场,http://phmanet.com:9999/udp/239.76.252.219:9000
IPTV经典剧场,http://phmanet.com:9999/udp/239.76.252.221:9000
IPTV家庭剧场,http://phmanet.com:9999/udp/239.76.252.220:9000
IPTV5HD,http://phmanet.com:9999/udp/239.76.252.222:9000

失效
IPTV高清院线,http://phmanet.com:9999/udp/239.76.245.217:1234
IPTV抗战剧场,http://phmanet.com:9999/udp/239.76.245.218:1234
IPTV古装剧场,http://phmanet.com:9999/udp/239.76.245.219:1234
IPTV经典剧场,http://phmanet.com:9999/udp/239.76.245.221:1234
IPTV家庭剧场,http://phmanet.com:9999/udp/239.76.245.220:1234
IPTV广场舞,http://phmanet.com:9999/udp/239.76.245.134:1234
IPTV4k,http://phmanet.com:9999/udp/239.76.245.35:1234
IPTV电竞,http://phmanet.com:9999/udp/239.76.245.136:1234
IPTV故事频道,http://phmanet.com:9999/udp/239.76.246.41:1234
IPTV戏曲频道,http://phmanet.com:9999/udp/239.76.246.40:1234
IPTV健康之路,http://phmanet.com:9999/udp/239.76.246.42:1234



12吉林电信,#genre#
CCTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.221:5540
CCTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.008:5540
CCTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.152:5540
CCTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.242:5540
CCTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.243:5540
CCTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.224:5540
CCTV2,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.003:5540
CCTV3,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.231:5540
CCTV5,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.232:5540
CCTV5+,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.121:5540
CCTV6,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.233:5540
CCTV8,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.234:5540
CCTV9,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.001:5540
CCTV10,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.007:5540
CCTV12,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.006:5540
CCTV14,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.005:5540
CCTV17,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.002:5540
CCTV4K,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.031:5540
通榆,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.176:5540
东辽综合频道,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.178:5540
cctv1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.150:5540
前郭tv1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.146:5540
CETV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.193:5540
cctv1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.020:5540
洮南TTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.218:5540


这段还行
CCTV女性时尚,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.069:5540
CCTV世界地理,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.079:5540
CCTV第一剧场,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.078:5540
CCTV风云足球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.080:5540
CCTV风云音乐,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.081:5540
CCTV怀旧剧场,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.082:5540
CCTV文化精品,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.083:5540
CCTV兵器科技，http://iptv.yzzdxc.cn:16666/rtp/239.37.0.084:5540
CCTV电视指南,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.115:5540
CCTV高尔夫网球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.230:5540
CCTV卫生健康,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.229:5540
CCTV风云剧场,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.114:5540
CCTV央视台球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.163:5540
CHC动作电影,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.186:5540
CHC高清电影,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.187:5540
CHC家庭影院,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.188:5540
金鹰纪实,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.161:5540
金鹰卡通,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.061:5540
卡酷少儿,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.076:5540
max极速汽车,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.237:5540
citv都市剧场,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.241:5540
生活时尚,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.240:5540
金色学堂,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.239:5540
快乐垂钓,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.244:5540
湖南茶频道,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.245:5540
中国交通,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.226:5540
乐游,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.236:5540
法制天地,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.238:5540
睛彩广场舞,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.223:5540
文物宝库,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.087:5540


云南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.089:5540
吉林卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.101:5540
湖南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.010:5540
天津卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.004:5540
北京卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.009:5540
广东卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.012:5540
黑龙江卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.013:5540
山东卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.015:5540
深圳卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.014:5540
湖北卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.016:5540
东南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.124:5540
吉林卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.111:5540
东方卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.123:5540
江苏卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.112:5540
四川卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.151:5540
浙江卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.153:5540
河北卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.154:5540
河南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.155:5540
江西卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.156:5540
贵州卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.157:5540
重庆卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.158:5540
安徽卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.159:5540
辽宁卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.160:5540
黑龙江卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.032:5540
广东卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.033:5540
甘肃卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.034:5540
浙江卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.037:5540
海南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.035:5540
内蒙古卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.036:5540
湖南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.038:5540
新疆卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.039:5540
湖北卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.040:5540
四川卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.041:5540
东南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.042:5540
江西卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.043:5540
辽宁卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.044:5540
安徽卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.046:5540
陕西卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.045:5540
东方卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.048:5540
深圳卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.047:5540
山东卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.049:5540
广西卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.051:5540
北京卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.050:5540
河北卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.052:5540
山西卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.053:5540
西藏卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.054:5540
江苏卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.055:5540
河南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.056:5540
青海卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.057:5540
兵团卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.059:5540
贵州卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.058:5540
重庆卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.062:5540
云南卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.063:5540
天津卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.064:5540
宁夏卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.066:5540
延边卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.116:5540
三沙卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.200:5540
三沙卫视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.201:5540

crt综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.096:5540
crt娱乐,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.097:5540
crt市民,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.098:5540
crt经济,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.099:5540
crt汽车,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.100:5540

吉林都市,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.102:5540
吉林生活,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.104:5540
吉林影视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.103:5540
吉林公共新闻,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.106:5540
吉林乡村,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.105:5540
吉林7频道,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.107:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.108:5540
东北戏曲,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.109:5540
长影频道,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.125:5540
吉林教育,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.126:5540
农安综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.144:5540
扶余,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.180:5540
家有购物,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.110:5540
老故事,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.113:5540
公共,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.128:5540
科教,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.129:5540
新闻综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.127:5540
四平1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.130:5540
TTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.132:5540
四平2,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.131:5540
TTV2,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.133:5540
TTV3,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.134:5540
公共,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.136:5540
新闻综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.135:5540
白山公告2,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.138:5540
新闻综合1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.137:5540
聚沙环球精选,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.139:5540
风尚购物,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.143:5540
集安综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.145:5540
9屏,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.149:5540
磐石,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.164:5540
图门1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.166:5540
不认识,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.165:5540
梨树新闻,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.168:5540
tv1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.167:5540
综合纪实,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.170:5540
双辽,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.169:5540
综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.172:5540
二人转,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.171:5540
新闻综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.174:5540
梅河口,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.173:5540
看不清综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.175:5540
新闻综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.177:5540
DFTV综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.179:5540
优购物,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.182:5540
时尚购物[1024*576],http://iptv.yzzdxc.cn:16666/rtp/239.37.0.183:5540
乾安综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.181:5540
央广购物,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.184:5540
好享购物,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.185:5540
好像百事通体育,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.194:5540
体育,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.195:5540

吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.205:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.206:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.207:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.208:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.209:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.210:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.211:5540
吉智聚视,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.212:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.213:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.214:5540
购物,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.215:5540
吉林篮球,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.216:5540

新闻综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.217:5540
星,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.220:5540
体育,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.225:5540
体育,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.227:5540
体育,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.228:5540
松原,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.246:5540
YBTV1,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.248:5540
YBTV2,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.249:5540
松原公共,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.247:5540
新闻综合,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.250:5540
广告购物,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.253:5540
公共,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.251:5540
蛟河,http://iptv.yzzdxc.cn:16666/rtp/239.37.0.252:5540


13四川移动,#genre#

CCTV1,http://nas.201606.xyz:4022/udp/239.11.0.65:5140
CCTV1,http://nas.201606.xyz:4022/udp/239.10.0.151:5140
CCTV2,http://nas.201606.xyz:4022/udp/239.11.0.108:5140
CCTV3,http://nas.201606.xyz:4022/udp/239.11.0.101:5140
CCTV4,http://nas.201606.xyz:4022/udp/239.11.0.109:5140
CCTV5,http://nas.201606.xyz:4022/udp/239.11.0.100:5140
CCTV5+,http://nas.201606.xyz:4022/udp/239.11.0.241:5140
CCTV6,http://nas.201606.xyz:4022/udp/239.11.0.102:5140
CCTV7,http://nas.201606.xyz:4022/udp/239.11.0.110:5140
CCTV8,http://nas.201606.xyz:4022/udp/239.11.0.103:5140
CCTV9,http://nas.201606.xyz:4022/udp/239.11.0.111:5140
CCTV10,http://nas.201606.xyz:4022/udp/239.11.0.112:5140
CCTV11,http://nas.201606.xyz:4022/udp/239.11.0.22:5140
CCTV12,http://nas.201606.xyz:4022/udp/239.11.0.113:5140
CCTV13,http://nas.201606.xyz:4022/udp/239.11.0.24:5140
CCTV14,http://nas.201606.xyz:4022/udp/239.11.0.114:5140
CCTV15,http://nas.201606.xyz:4022/udp/239.11.0.26:5140
CCTV16,http://nas.201606.xyz:4022/udp/239.11.0.67:5140
CCTV16,http://nas.201606.xyz:4022/rtp/239.10.0.187:5140
CCTV17,http://nas.201606.xyz:4022/udp/239.11.0.107:5140
CETV1,http://nas.201606.xyz:4022/udp/239.11.0.139:5140
CETV2,http://nas.201606.xyz:4022/udp/239.11.0.246:5140
CETV4,http://nas.201606.xyz:4022/udp/239.11.0.248:5140
CGTN西语,http://nas.201606.xyz:4022/udp/239.11.0.79:5140
CGTN法语,http://nas.201606.xyz:4022/udp/239.11.0.80:5140
CGTN阿语,http://nas.201606.xyz:4022/udp/239.11.0.81:5140
CGTN俄语,http://nas.201606.xyz:4022/udp/239.11.0.82:5140
CGTN纪录,http://nas.201606.xyz:4022/udp/239.11.0.138:5140
CGTN,http://nas.201606.xyz:4022/udp/239.11.0.245:5140


凤凰中文,http://nas.201606.xyz:4022/udp/239.11.0.153:5140
凤凰资讯,http://nas.201606.xyz:4022/udp/239.11.0.154:5140


北京卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.91:5140
北京卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.92:5140
深圳卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.93:5140
广东卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.94:5140
康巴卫视,http://nas.201606.xyz:4022/udp/239.11.0.10:5140
河北卫视,http://nas.201606.xyz:4022/udp/239.11.0.31:5140
山西卫视,http://nas.201606.xyz:4022/udp/239.11.0.32:5140
内蒙古卫视,http://nas.201606.xyz:4022/udp/239.11.0.33:5140
吉林卫视,http://nas.201606.xyz:4022/udp/239.11.0.35:5140
黑龙江卫视,http://nas.201606.xyz:4022/udp/239.11.0.36:5140
东南卫视,http://nas.201606.xyz:4022/udp/239.11.0.41:5140
江西卫视,http://nas.201606.xyz:4022/udp/239.11.0.42:5140
河南卫视,http://nas.201606.xyz:4022/udp/239.11.0.44:5140
广西卫视,http://nas.201606.xyz:4022/udp/239.11.0.48:5140
贵州卫视,http://nas.201606.xyz:4022/udp/239.11.0.51:5140
云南卫视,http://nas.201606.xyz:4022/udp/239.11.0.52:5140
西藏卫视,http://nas.201606.xyz:4022/udp/239.11.0.53:5140
陕西卫视,http://nas.201606.xyz:4022/udp/239.11.0.54:5140
甘肃卫视,http://nas.201606.xyz:4022/udp/239.11.0.55:5140
青海卫视,http://nas.201606.xyz:4022/udp/239.11.0.56:5140
宁夏卫视,http://nas.201606.xyz:4022/udp/239.11.0.57:5140
新疆卫视,http://nas.201606.xyz:4022/udp/239.11.0.58:5140
东方卫视,http://nas.201606.xyz:4022/udp/239.11.0.68:5140
浙江卫视,http://nas.201606.xyz:4022/udp/239.11.0.70:5140
深圳卫视,http://nas.201606.xyz:4022/udp/239.11.0.71:5140
山东卫视,http://nas.201606.xyz:4022/udp/239.11.0.73:5140
湖北卫视,http://nas.201606.xyz:4022/udp/239.11.0.74:5140
江苏卫视,http://nas.201606.xyz:4022/udp/239.11.0.76:5140
四川卫视,http://nas.201606.xyz:4022/udp/239.11.0.78:5140
厦门卫视,http://nas.201606.xyz:4022/udp/239.11.0.83:5140
三沙卫视,http://nas.201606.xyz:4022/udp/239.11.0.84:5140
广东卫视,http://nas.201606.xyz:4022/udp/239.11.0.115:5140
重庆卫视,http://nas.201606.xyz:4022/udp/239.11.0.116:5140
安徽卫视,http://nas.201606.xyz:4022/udp/239.11.0.117:5140
辽宁卫视,http://nas.201606.xyz:4022/udp/239.11.0.118:5140
湖南卫视,http://nas.201606.xyz:4022/udp/239.11.0.119:5140
北京卫视,http://nas.201606.xyz:4022/udp/239.11.0.121:5140
天津卫视,http://nas.201606.xyz:4022/udp/239.11.0.123:5140
安多卫视,http://nas.201606.xyz:4022/udp/239.11.0.124:5140
海南卫视,http://nas.201606.xyz:4022/udp/239.11.0.193:5140
兵团卫视,http://nas.201606.xyz:4022/udp/239.11.0.204:5140
延边卫视,http://nas.201606.xyz:4022/udp/239.11.0.206:5140
山东教育卫视,http://nas.201606.xyz:4022/udp/239.11.0.140:5140

4K视界,http://nas.201606.xyz:4022/udp/239.11.0.120:5140
【V】,http://nas.201606.xyz:4022/udp/239.11.0.155:5140
星空,http://nas.201606.xyz:4022/udp/239.11.0.156:5140
CHC家庭影院,http://nas.201606.xyz:4022/rtp/239.10.0.86:5140
CHC动作电影,http://nas.201606.xyz:4022/rtp/239.10.0.87:5140
CHC影迷电影,http://nas.201606.xyz:4022/rtp/239.10.0.88:5140


华数,http://nas.201606.xyz:4022/udp/239.10.0.121:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.122:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.123:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.124:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.125:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.126:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.127:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.132:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.133:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.153:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.156:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.163:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.164:5140
华数,http://nas.201606.xyz:4022/udp/239.10.0.186:5140

动漫秀场,http://nas.201606.xyz:4022/udp/239.10.0.101:5140
生活时尚,http://nas.201606.xyz:4022/udp/239.10.0.102:5140
游戏风云,http://nas.201606.xyz:4022/udp/239.10.0.103:5140
乐游,http://nas.201606.xyz:4022/udp/239.10.0.105:5140
都市剧场,http://nas.201606.xyz:4022/udp/239.10.0.106:5140
快乐垂钓,http://nas.201606.xyz:4022/udp/239.10.0.128:5140
欢笑剧场,http://nas.201606.xyz:4022/udp/239.10.0.129:5140
睛彩青少,http://nas.201606.xyz:4022/udp/239.10.0.130:5140
睛彩广场舞,http://nas.201606.xyz:4022/udp/239.10.0.131:5140
睛彩竞技,http://nas.201606.xyz:4022/udp/239.10.0.224:5140
睛彩篮球,http://nas.201606.xyz:4022/udp/239.11.0.122:5140


中国交通,http://nas.201606.xyz:4022/udp/239.10.0.143:5140
空中剧院,http://nas.201606.xyz:4022/udp/239.10.0.150:5140
新动漫,http://nas.201606.xyz:4022/udp/239.10.0.159:5140
家庭理财,http://nas.201606.xyz:4022/udp/239.10.0.168:5140
中国天气,http://nas.201606.xyz:4022/udp/239.10.0.177:5140
东方财经,http://nas.201606.xyz:4022/udp/239.10.0.178:5140
金色学堂,http://nas.201606.xyz:4022/udp/239.10.0.179:5140
法治天地,http://nas.201606.xyz:4022/udp/239.10.0.180:5140
